time,Site01,Site02,Site03,Site04,Site05,Site06,Site07,Site08,Site09,Site10,Site11,Site12,Site13,Site14,Site15,Site16,Site17,Site18,Site19,Site20,Site21,Site22,Site23,Site24,Site25,Site26,Site27,Site28,Site29,Site30,Site31,Site32,Site33,Site34,Site35,Site36,Site37,Site38,Site39,Site40,Site41,Site42,Site43,Site44,Site45,Site46,Site47,Site48,Site49,Site50,Site51,Site52,Site53,Site54,Site55,Site56,Site57,Site58,Site59,Site60,Site61,Site62,Site63,Site64,Site65,Site66,Site67,Site68,Site69,Site70,Site71,Site72,Site73,Site74,Site75,Site76,Site77,Site78
65,,,,,,,,,,22.5465,14.065,18.0362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.557,49.4042,68.8683,,,,,,,,,,,,,,,,26.0062,49.9634,32.3237,49.0841,48.7187,32.1085,72.0534,71.151,88.8922
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7043,27.6608,22.0994,26.9341,29.0233,25.4686,61.6652,49.4761,64.1431,17.8556,16.0464,16.5505,,,,,,,,,,,,,29.6097,55.2285,36.6147,54.5777,54.5348,42.7428,74.8088,72.5665,88.8536
67,,,,,,,6.2869,5.0379,6.9675,22.3236,16.2993,18.9828,,,,5.4459,5.1036,5.6955,4.5917,8.7682,6.6561,,,,4.7671,4.3631,4.8193,,,,6.0842,5.1143,5.7181,,,,,,,4.854,3.3516,4.9742,5.2741,5.0628,4.4441,,,,,,,55.217,42.9265,64.1169,,,,4.4029,5.4214,5.9645,5.2585,4.2266,4.3102,4.6868,8.6201,6.4192,5.7811,9.7026,3.1075,33.8799,59.2044,39.5121,61.131,57.4568,51.6191,84.927,79.9272,97.3141
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1902,25.1428,19.1451,23.6456,25.4399,22.3045,50.3626,41.9148,55.8954,15.409,14.7101,15.0482,,,,,,,,,,,,,29.4224,57.225,36.5511,58.1928,54.313,50.5366,79.2549,77.5276,96.7093
69,,,,,,,,,,17.2997,12.7405,17.1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.812,43.0799,59.9731,,,,,,,,,,,,,,,,28.5822,53.6848,38.2492,53.0815,56.2495,46.3904,80.855,77.4895,94.6824
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8247,27.958,22.2417,26.7537,30.9753,25.5157,60.2537,47.6402,65.7979,18.0355,16.3883,17.133,,,,,,,,,,,,,37.2107,66.4856,43.5347,62.9475,62.1652,55.6062,91.4525,87.9861,106.2011
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1595,42.8809,60.4837,,,,,,,,,,,,,,,,30.5455,57.7513,37.592,54.4124,50.5973,48.0929,78.3155,74.933,91.136
72,,,,,,,,,,19.4029,14.3799,16.9626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6026,23.7013,20.4875,22.8177,28.2596,21.9001,55.9891,44.061,60.1289,16.0026,14.8362,14.9868,,,,,,,,,,,,,30.2771,49.7807,39.2439,55.3709,52.5086,47.427,77.1596,79.855,95.9947
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8124,51.2861,71.6314,,,,,,,,,,,,,,,,30.5711,52.7967,40.6881,52.7283,51.7568,45.5303,69.5511,67.6085,82.9744
74,1.7208,1.9325,1.5241,2.8061,3.2022,2.668,6.0576,4.1923,7.117,20.2887,14.0693,15.8158,1.6891,1.935,1.6492,4.7547,4.4894,5.1208,3.8057,7.2116,5.8686,1.5181,1.3931,1.0418,3.9993,3.6339,3.9983,0.6824,0.7037,0.5382,5.3949,4.4423,5.1951,2.7291,1.764,1.9913,1.8377,2.0431,0.6554,4.0493,2.6064,4.3007,4.6885,4.6452,4.8784,18.2289,23.0223,20.0783,24.6583,28.8097,23.6592,56.343,43.8455,64.4431,16.4748,14.506,15.2986,4.2957,5.327,6.1151,3.9492,3.2811,3.7736,4.4549,8.3336,5.6883,3.9517,3.8091,2.9893,30.5135,50.1013,38.55,55.7919,53.7113,46.2777,79.1059,76.4819,92.4116
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5142,43.7273,61.4507,,,,,,,,,,,,,,,,30.3814,50.8576,37.1628,53.0315,53.8313,44.2634,75.062,74.3734,88.3261
76,,,,,,,,,,17.3806,11.6099,15.1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8322,24.6453,20.2129,21.7604,25.3405,20.6237,49.0395,40.184,61.6597,16.389,14.9825,17.3454,,,,,,,,,,,,,31.6061,53.127,40.738,53.5151,55.2414,47.3408,82.4061,79.5846,98.9326
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2267,42.3675,62.3064,,,,,,,,,,,,,,,,32.7168,52.0979,37.5198,55.2234,57.8822,44.6778,85.1372,78.7042,91.3841
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8841,24.5387,19.7025,22.9296,25.3243,21.7899,54.7819,45.4639,61.5694,16.6338,14.5194,16.1403,,,,,,,,,,,,,33.6116,43.9029,42.5798,57.2992,56.0161,48.2076,82.6647,55.9454,94.7988
79,,,,,,,,,,15.9023,11.2927,15.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1812,42.424,63.6364,,,,,,,,,,,,,,,,25.274,41.8476,35.258,50.3773,50.9293,41.7988,76.7814,72.7362,85.7207
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9029,27.9473,21.3831,23.844,28.7149,23.7545,63.9632,52.5046,67.4519,17.7717,17.5434,17.6746,,,,,,,,,,,,,32.7371,50.0091,37.8491,51.3467,55.3321,47.3745,73.872,72.8839,91.509
81,,,,,,,6.1354,4.3595,8.1257,24.9933,15.4662,17.7091,,,,4.9611,6.1505,5.7522,4.6824,8.2635,7.915,,,,4.7812,4.2914,3.8493,,,,5.5035,5.3062,4.8311,,,,,,,4.5755,3.3868,4.3078,5.454,5.2292,3.6629,,,,,,,56.5963,44.8017,61.5526,,,,5.0952,6.7594,6.4704,4.5772,4.134,4.8693,5.4727,9.38,7.2802,,,,30.4204,49.2907,37.0702,47.524,45.968,40.6007,72.0128,65.6111,78.866
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7399,24.8037,20.7943,24.4054,27.381,23.5876,57.5547,44.5594,61.1302,17.4811,16.4712,16.0443,,,,,,,,,,,,,26.445,49.0885,37.7171,48.4445,47.4877,39.9845,69.2047,67.6496,86.725
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8278,45.2231,57.6674,,,,,,,,,,,,,,,,31.3185,47.7434,36.5271,48.2365,45.8045,45.466,79.4629,68.849,87.5608
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9947,26.1888,19.119,22.8036,25.5823,20.9285,51.2202,41.5634,57.8232,15.3939,14.4997,14.9768,,,,,,,,,,,,,25.9899,46.3339,31.8148,44.7198,45.2263,39.5579,75.6592,69.6588,87.2308
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9306,43.8722,60.2555,,,,,,,,,,,,,,,,32.8842,55.8773,41.9774,36.4282,53.5158,48.4711,83.2873,77.2119,98.8214
86,,,,,,,,,,15.1679,9.7586,12.6874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1332,23.2812,19.7369,23.9074,25.9041,23.2031,48.4309,43.8087,61.3218,15.0433,14.7709,16.2322,,,,,,,,,,,,,31.5703,51.618,39.0392,56.402,53.1225,45.6936,88.1139,81.6412,101.0026
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.2261,44.5751,56.4379,,,,,,,,,,,,,,,,27.9459,49.2168,35.8829,46.4294,46.0929,36.9437,67.4273,62.6,76.6317
88,,,,,,,,,,21.741,15.1418,18.8514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2561,21.6879,26.6177,25.4468,28.6688,24.7112,59.8603,49.1333,64.1897,18.2615,17.349,17.2973,,,,,,,,,,,,,41.8505,34.3798,54.2592,39.8487,47.152,41.1768,71.855,68.1726,60.8557
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3223,49.3956,66.3566,,,,,,,,,,,,,,,,30.6104,49.0296,36.2922,52.7562,50.9652,45.2591,84.8441,78.6377,96.1628
90,1.4592,1.5646,1.2635,2.0482,2.6843,2.0327,4.9607,3.6135,6.993,16.4807,11.7899,15.2022,1.5591,1.6189,1.3552,4.2233,5.1431,4.5753,3.6209,6.0787,5.4369,1.2503,1.2148,1.0637,3.8155,3.4824,3.5724,0.6468,0.7145,0.4884,3.9291,4.3364,4.5429,1.4593,1.6942,1.7449,1.8071,2.2668,0.5168,3.5685,2.5142,3.6791,4.6346,3.9052,3.737,16.2173,22.1038,18.6205,21.5613,25.5202,20.434,49.4431,39.5549,48.6106,14.9869,14.6519,14.1975,3.3263,3.917,4.2676,3.6235,3.2971,3.5603,4.3854,6.9743,5.3191,2.6226,2.1887,2.0663,26.6131,43.9108,36.3581,46.3283,46.4458,40.8859,72.7105,70.1774,88.2109
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0398,41.1593,54.3478,,,,,,,,,,,,,,,,28.9049,46.9317,34.9994,39.7743,44.8899,38.3781,72.8312,65.7374,84.4219
92,,,,,,,,,,13.5906,12.2727,14.2383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0325,21.0912,19.0206,20.942,23.7431,21.9722,59.6122,47.2007,60.083,16.0014,14.3274,15.615,,,,,,,,,,,,,28.7366,58.3379,38.4942,41.0526,44.4993,36.2992,68.0351,72.2286,76.9482
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.9519,39.2205,58.3354,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,13.3612,10.8148,13.9802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2645,16.4096,15.0451,18.4575,21.3665,18.7751,48.1674,37.8468,51.7305,13.8951,12.0083,12.3613,,,,,,,,,,,,,22.0751,36.2633,28.1579,37.884,38.3407,32.2371,63.8766,64.4719,75.8172
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0638,48.3668,35.0581,35.8811,41.7909,37.3895,64.4793,69.3233,81.0337
98,,,,,,,,,,16.2359,10.6786,13.5871,,,,4.1328,5.5827,4.3434,3.8775,6.1806,6.0306,,,,3.6193,3.4984,3.563,,,,4.4572,4.3488,4.9924,,,,,,,3.3143,2.967,3.5412,4.2285,4.1545,4.1053,13.624,18.3307,15.4017,18.6017,20.7364,17.724,49.2974,35.2684,52.0458,14.6755,13.2648,12.8962,4.4789,5.4823,5.6472,4.2888,2.8604,3.4862,4.902,7.9532,5.75,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8165,43.067,32.6843,39.5572,41.3615,32.7946,61.2946,63.6909,73.5753
100,,,,,,,,,,14.643,10.7902,14.7773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3164,23.6862,20.2945,23.5099,24.7614,22.2483,52.7229,39.0893,56.9391,16.0423,14.5028,14.5798,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,13.8937,10.0227,13.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.458,19.1139,17.4474,20.1405,23.098,20.081,45.6018,36.7809,48.8301,13.5001,13.5876,12.8914,,,,,,,,,,,,,19.8957,32.3618,28.2996,31.8817,31.4229,27.4836,56.0751,56.1571,62.2498
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1.3126,1.4243,1.2326,2.5912,2.6259,2.1673,4.2689,2.8268,4.5062,12.6513,9.7868,11.1528,1.1629,1.4545,1.2024,3.5052,5.205,3.8446,3.3189,5.6894,5.0782,1.0651,1.2565,0.9242,3.2255,2.8279,3.2283,0.6541,0.7791,0.5035,3.6785,3.8806,3.8435,1.7251,1.6753,1.7298,1.5645,1.8465,0.5572,3.2152,2.706,3.1437,3.9917,3.5838,3.9482,12.1316,16.3395,14.3852,17.0076,19.4417,15.6536,44.441,33.5142,44.9148,11.0867,11.2518,10.4231,3.6888,5.0937,5.2433,2.9864,2.8267,3.2411,4.3086,6.6749,5.2422,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,2.4174,1.946,21.9127,33.7447,26.0222,32.8178,35.894,28.9452,58.371,56.5862,74.811
107,,,,,,,,,,12.8275,9.5027,12.3235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8534,20.6135,16.7494,20.9394,22.9752,18.9151,42.9497,36.4855,49.3903,12.1214,12.6182,13.3959,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,13.8634,10.4362,11.4168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6079,23.8892,20.1847,22.6797,25.8453,23.3889,49.0252,39.0874,53.5304,13.9976,12.5283,13.7768,,,,,,,,,,,,,25.0621,39.0859,30.9045,35.4622,35.2788,32.0137,52.8127,57.5599,73.5635
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2222,51.5588,39.9096,43.5094,49.0489,40.4823,73.1953,73.5867,90.0424
112,,,,,,,,,,12.0885,8.9767,11.7004,,,,3.6022,5.0607,3.7071,3.0213,5.471,4.6738,,,,3.6742,3.0565,3.197,,,,3.298,3.3593,4.2109,,,,,,,3.0564,2.6214,2.9276,3.6148,3.5292,3.4805,13.6982,18.0561,13.9476,15.3976,20.2998,15.9931,40.7239,36.4204,50.0033,11.992,10.6135,10.951,4.035,4.9108,4.9681,3.9261,2.9992,3.4243,4.0712,6.4587,5.467,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2863,47.9016,37.0086,44.2299,47.2167,37.9554,73.0661,72.1472,90.9492
114,,,,,,,,,,16.5418,11.2534,14.8007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8009,23.8057,21.4533,24.2844,26.7599,23.1209,51.767,46.31,58.8335,15.8533,14.9276,15.8516,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,15.5558,10.7399,14.9835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0103,23.0096,20.1402,23.7785,24.6539,21.6912,52.2511,46.0577,57.3392,13.6727,13.8156,13.7211,,,,,,,,,,,,,19.3973,32.624,26.3849,31.9008,34.1724,27.3197,54.6648,53.4445,72.3396
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1.1879,1.0684,1.1391,2.4236,2.027,2.0976,3.5732,2.8794,3.7413,11.2364,7.7471,11.7107,1.5721,1.4226,1.3772,3.3389,3.6764,3.5708,3.5664,5.1648,4.5153,1.0109,1.036,0.8041,3.3081,2.683,3.009,0.6428,0.7214,0.5498,2.9478,3.5275,3.8002,2.0087,1.6467,1.2375,1.3592,1.6324,0.5663,1.1924,2.535,3.0813,3.2277,2.8631,3.887,12.4454,16.4122,12.8479,16.6107,16.5887,13.6621,39.2757,35.9556,47.4799,10.1876,9.7967,10.203,3.956,4.1497,4.5769,3.221,2.4082,3.0041,3.6294,7.0519,5.3792,2.4217,2.5673,2.2006,22.369,35.7183,26.3767,34.0564,36.1097,29.9866,57.898,59.8847,68.2571
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6478,54.2874,38.8823,44.1719,48.1289,35.1751,65.2281,59.393,82.659
121,,,,,,,,,,10.5628,8.129,10.0776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5524,18.5681,16.6993,21.0606,22.8966,20.1035,44.6724,41.6148,54.2002,11.8469,11.4003,12.8448,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,11.2318,8.2368,11.2124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8188,17.9209,14.7013,17.893,22.1362,18.2356,42.3127,38.127,45.6176,10.6499,11.2882,11.4081,,,,,,,,,,,,,20.0525,33.1169,23.6579,32.5836,35.7478,28.9466,60.5658,56.6666,74.8257
124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4111,37.1081,28.2788,36.1474,38.7781,30.1168,59.4924,56.7542,82.2671
126,,,,,,,,,,11.08,6.8444,9.5305,,,,3.1774,3.212,3.2675,3.0249,5.0384,4.0845,,,,2.8934,2.6029,2.6307,,,,2.7432,3.1285,3.6026,,,,,,,3.3486,2.1317,2.6664,3.3682,2.9965,3.9184,13.8406,15.2468,13.8724,17.2351,19.1329,15.2971,42.3565,37.8608,49.394,10.9627,10.3874,9.2399,3.5168,3.9167,4.3856,2.6139,2.5557,2.7782,3.7218,6.4405,4.6268,,,,,,,,,,,,
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,10.5735,7.3771,10.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3563,17.6896,15.4057,18.2313,21.2128,17.6631,43.7992,41.4883,53.5243,11.9356,11.4044,12.595,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6833,28.1632,19.4525,29.4604,34.073,26.2358,56.2034,53.5775,76.9316
131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8563,57.203,42.4676,50.0187,63.1883,45.4502,90.2167,83.571,117.551
133,1.2272,1.1751,1.0491,2.0537,2.4152,1.8598,3.4219,2.6122,2.8674,9.4614,6.5188,9.8282,1.2256,1.4543,1.1227,2.9925,3.0912,3.3952,2.9733,4.6554,4.4167,0.8441,0.9712,0.7134,3.2045,2.3546,2.9462,0.5781,0.4682,0.4043,3.0994,3.0349,3.7451,1.8175,1.5701,1.8186,1.0878,1.5827,0.4868,2.7701,1.6734,2.37,3.4419,2.741,3.6916,10.9707,12.8889,11.7647,14.4038,15.522,13.6841,39.7039,37.2871,49.3062,8.9896,7.6593,8.6606,3.4552,4.1437,3.9016,3.0749,2.6566,2.9393,3.6494,6.813,4.8834,,,,,,,,,,,,
134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5076,26.0888,19.538,20.7859,26.0895,17.2839,32.0754,30.557,44.4274
